circ;vano;pop
78;2015;128290.1749
78;2016;128596.7617
78;2017;129362.7077
78;2018;130133.2158
78;2019;130908.3132
78;2020;131688.0273
79;2000;68641.42368
79;2001;69050.26465
79;2002;69461.54075
79;2003;69875.26649
79;2004;70291.45645
79;2005;70710.12532
79;2006;71131.28785
79;2007;71554.95891
79;2008;71981.15343
79;2009;72409.88645
79;2010;72841.17308
79;2011;73163.57567
79;2012;73475.37094
79;2013;73832.88225
79;2014;74022.61871
79;2015;74205.78163
79;2016;74383.11799
79;2017;74826.15755
79;2018;75271.83594
79;2019;75720.16886
79;2020;76171.17214
81;2000;63630.91718
81;2001;64009.91465
81;2002;64391.16949
81;2003;64774.69516
81;2004;65160.50519
81;2005;65548.61316
81;2006;65939.03278
81;2007;66331.77781
81;2008;66726.8621
81;2009;67124.29959
81;2010;67524.10429
81;2011;67822.97298
81;2012;68112.00864
81;2013;68443.42328
81;2014;68619.30986
81;2015;68789.10273
81;2016;68953.49436
81;2017;69364.19408
81;2018;69777.34
81;2019;70192.9467
81;2020;70611.02882
82;2000;76737
82;2001;80731.32253
82;2002;84933.55797
82;2003;89354.52862
82;2004;94005.6201
82;2005;98898.8107
82;2006;104046.7022
82;2007;109462.5522
82;2008;115160.3087
82;2009;121154.6454
82;2010;127461
82;2011;131355
82;2012;135121
82;2013;139552
82;2014;143111
82;2015;146549
82;2016;149876
82;2017;157677.3616
82;2018;165884.8005
82;2019;174519.4539
82;2020;183603.5591
88;2000;88503
88;2001;89111.3344
88;2002;89723.85025
88;2003;90340.57628
88;2004;90961.54145
88;2005;91586.77489
88;2006;92216.30593
88;2007;92850.16411
